CeA_Ctrl	CeA_Mor	dStr_Ctrl	dStr_Mor	NAc_Ctrl	NAc_Mor	ensembl_gene_id	mgi_symbol	SYMBOL	GENENAME
Rad9a	3	10	17	13	23	8	ENSMUSG00000024824	Rad9a	Rad9a	RAD9 checkpoint clamp component A
Ssh3	10	15	12	19	21	24	ENSMUSG00000034616	Ssh3	Ssh3	slingshot protein phosphatase 3
Ankrd13d	36	28	24	11	51	47	ENSMUSG00000005986	Ankrd13d	Ankrd13d	ankyrin repeat domain 13 family, member D
Grk2	191	178	103	54	151	133	ENSMUSG00000024858	Grk2	Grk2	G protein-coupled receptor kinase 2
Kdm2a	245	265	282	266	358	325	ENSMUSG00000054611	Kdm2a	Kdm2a	lysine (K)-specific demethylase 2A
Syt12	28	21	107	40	59	30	ENSMUSG00000049303	Syt12	Syt12	synaptotagmin XII
Pcx	29	28	97	48	44	54	ENSMUSG00000024892	Pcx	Pcx	pyruvate carboxylase
Lrfn4	53	45	36	20	53	41	ENSMUSG00000045045	Lrfn4	Lrfn4	leucine rich repeat and fibronectin type III domain containing 4
Rce1	32	21	25	26	21	14	ENSMUSG00000024889	Rce1	Rce1	Ras converting CAAX endopeptidase 1
Sptbn2	830	792	968	794	855	552	ENSMUSG00000067889	Sptbn2	Sptbn2	spectrin beta, non-erythrocytic 2
Rbm4b	38	71	36	36	72	62	ENSMUSG00000033760	Rbm4b	Rbm4b	RNA binding motif protein 4B
Rbm4	43	30	58	48	54	62	ENSMUSG00000094936	Rbm4	Rbm4	RNA binding motif protein 4
Rbm14	55	23	76	22	44	40	ENSMUSG00000006456	Rbm14	Rbm14	RNA binding motif protein 14
Ccs	13	16	5	1	13	12	ENSMUSG00000034108	Ccs	Ccs	copper chaperone for superoxide dismutase
Ctsf	45	80	55	27	80	45	ENSMUSG00000083282	Ctsf	Ctsf	cathepsin F
Zdhhc24	17	21	24	27	35	31	ENSMUSG00000006463	Zdhhc24	Zdhhc24	zinc finger, DHHC domain containing 24
Bbs1	132	110	70	63	101	76	ENSMUSG00000006464	Bbs1	Bbs1	Bardet-Biedl syndrome 1 (human)
Dpp3	24	34	57	31	35	28	ENSMUSG00000063904	Dpp3	Dpp3	dipeptidylpeptidase 3
Peli3	63	43	23	32	55	33	ENSMUSG00000024901	Peli3	Peli3	pellino 3
Mrpl11	50	51	40	32	41	28	ENSMUSG00000024902	Mrpl11	Mrpl11	mitochondrial ribosomal protein L11
Npas4	20	27	87	79	76	43	ENSMUSG00000045903	Npas4	Npas4	neuronal PAS domain protein 4
Slc29a2	8	17	18	13	19	23	ENSMUSG00000024891	Slc29a2	Slc29a2	solute carrier family 29 (nucleoside transporters), member 2
Rin1	68	72	117	120	117	104	ENSMUSG00000024883	Rin1	Rin1	Ras and Rab interactor 1
Tmem151a	243	232	256	163	196	182	ENSMUSG00000061451	Tmem151a	Tmem151a	transmembrane protein 151A
Yif1a	20	14	13	10	25	6	ENSMUSG00000024875	Yif1a	Yif1a	Yip1 interacting factor homolog A (S. cerevisiae)
Cnih2	144	68	79	81	84	74	ENSMUSG00000024873	Cnih2	Cnih2	cornichon family AMPA receptor auxiliary protein 2
Rab1b	47	98	90	50	96	149	ENSMUSG00000024870	Rab1b	Rab1b	RAB1B, member RAS oncogene family
Klc2	61	79	79	81	85	79	ENSMUSG00000024862	Klc2	Klc2	kinesin light chain 2
Pacs1	189	175	153	131	173	192	ENSMUSG00000024855	Pacs1	Pacs1	phosphofurin acidic cluster sorting protein 1
Sf3b2	351	376	312	239	369	306	ENSMUSG00000024853	Sf3b2	Sf3b2	splicing factor 3b, subunit 2
Gal3st3	86	111	64	33	87	83	ENSMUSG00000047658	Gal3st3	Gal3st3	galactose-3-O-sulfotransferase 3
Banf1	25	32	30	12	20	16	ENSMUSG00000024844	Banf1	Banf1	BAF nuclear assembly factor 1
Eif1ad	19	24	21	12	24	34	ENSMUSG00000024841	Eif1ad	Eif1ad	eukaryotic translation initiation factor 1A domain containing
Sart1	75	87	56	46	99	51	ENSMUSG00000039148	Sart1	Sart1	squamous cell carcinoma antigen recognized by T cells 1
4930481A15Rik	22	8	12	21	14	11	ENSMUSG00000086938	4930481A15Rik	4930481A15Rik	RIKEN cDNA 4930481A15 gene
Drap1	53	36	26	26	19	24	ENSMUSG00000024914	Drap1	Drap1	Dr1 associated protein 1 (negative cofactor 2 alpha)
AI837181	21	36	27	24	32	28	ENSMUSG00000047423	AI837181	AI837181	expressed sequence AI837181
Ccdc85b	33	68	63	59	39	49	ENSMUSG00000095098	Ccdc85b	Ccdc85b	coiled-coil domain containing 85B
Fibp	8	20	26	15	26	31	ENSMUSG00000024911	Fibp	Fibp	fibroblast growth factor (acidic) intracellular binding protein
Mus81	36	25	35	20	45	21	ENSMUSG00000024906	Mus81	Mus81	MUS81 structure-specific endonuclease subunit
Cfl1	760	660	480	515	534	634	ENSMUSG00000056201	Cfl1	Cfl1	cofilin 1, non-muscle
Snx32	88	34	50	65	70	65	ENSMUSG00000056185	Snx32	Snx32	sorting nexin 32
Ap5b1	4	18	5	1	12	4	ENSMUSG00000049562	Ap5b1	Ap5b1	adaptor-related protein complex 5, beta 1 subunit
Kat5	69	76	129	62	69	88	ENSMUSG00000024926	Kat5	Kat5	K(lysine) acetyltransferase 5
Rela	14	17	28	19	8	21	ENSMUSG00000024927	Rela	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
Pcnx3	202	156	184	135	168	140	ENSMUSG00000054874	Pcnx3	Pcnx3	pecanex homolog 3
Map3k11	11	21	36	40	16	29	ENSMUSG00000004054	Map3k11	Map3k11	mitogen-activated protein kinase kinase kinase 11
Ehbp1l1	30	37	25	20	28	53	ENSMUSG00000024937	Ehbp1l1	Ehbp1l1	EH domain binding protein 1-like 1
Ltbp3	38	22	62	23	55	73	ENSMUSG00000024940	Ltbp3	Ltbp3	latent transforming growth factor beta binding protein 3
Scyl1	72	84	60	43	86	76	ENSMUSG00000024941	Scyl1	Scyl1	SCY1-like 1 (S. cerevisiae)
Malat1	34958	42347	82960	102312	59468	46508	ENSMUSG00000092341	Malat1	Malat1	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)
Neat1	20	25	48	50	13	8	ENSMUSG00000092274	Neat1	Neat1	nuclear paraspeckle assembly transcript 1 (non-protein coding)
Frmd8	12	4	11	6	10	35	ENSMUSG00000024816	Frmd8	Frmd8	FERM domain containing 8
Dpf2	53	62	71	66	58	52	ENSMUSG00000024826	Dpf2	Dpf2	double PHD fingers 2
Capn1	29	12	12	1	10	1	ENSMUSG00000024942	Capn1	Capn1	calpain 1
Gm10814	2	7	10	7	5	12	ENSMUSG00000097404	Gm10814	Gm10814	predicted gene 10814
Syvn1	63	108	87	84	82	74	ENSMUSG00000024807	Syvn1	Syvn1	synovial apoptosis inhibitor 1, synoviolin
Mrpl49	42	62	50	28	60	44	ENSMUSG00000007338	Mrpl49	Mrpl49	mitochondrial ribosomal protein L49
Fau	126	120	43	68	112	70	ENSMUSG00000038274	Fau	Fau	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived)
Znhit2	12	33	3	11	21	17	ENSMUSG00000075227	Znhit2	Znhit2	zinc finger, HIT domain containing 2
Tm7sf2	24	10	6	2	16	6	ENSMUSG00000024799	Tm7sf2	Tm7sf2	transmembrane 7 superfamily member 2
Vps51	24	35	25	20	35	44	ENSMUSG00000024797	Vps51	Vps51	VPS51 GARP complex subunit
Zfpl1	18	20	20	10	18	15	ENSMUSG00000024792	Zfpl1	Zfpl1	zinc finger like protein 1
Sac3d1	12	4	12	10	10	14	ENSMUSG00000024790	Sac3d1	Sac3d1	SAC3 domain containing 1
Snx15	18	27	24	19	47	28	ENSMUSG00000024787	Snx15	Snx15	sorting nexin 15
Arl2	28	60	49	29	51	39	ENSMUSG00000024944	Arl2	Arl2	ADP-ribosylation factor-like 2
Ppp2r5b	97	135	85	86	138	150	ENSMUSG00000024777	Ppp2r5b	Ppp2r5b	protein phosphatase 2, regulatory subunit B', beta
Atg2a	64	63	61	48	72	96	ENSMUSG00000024773	Atg2a	Atg2a	autophagy related 2A
Ehd1	36	47	44	25	52	34	ENSMUSG00000024772	Ehd1	Ehd1	EH-domain containing 1
Men1	168	123	102	74	92	88	ENSMUSG00000024947	Men1	Men1	multiple endocrine neoplasia 1
Map4k2	33	27	61	46	53	57	ENSMUSG00000024948	Map4k2	Map4k2	mitogen-activated protein kinase kinase kinase kinase 2
Gm14966	3	8	17	9	10	6	ENSMUSG00000079467	Gm14966	Gm14966	predicted gene 14966
Sf1	349	263	359	255	355	340	ENSMUSG00000024949	Sf1	Sf1	splicing factor 1
Rasgrp2	41	45	295	191	102	83	ENSMUSG00000032946	Rasgrp2	Rasgrp2	RAS, guanyl releasing protein 2
Nrxn2	780	835	372	304	551	580	ENSMUSG00000033768	Nrxn2	Nrxn2	neurexin II
Rps6ka4	32	25	23	32	31	23	ENSMUSG00000118668	Rps6ka4	Rps6ka4	ribosomal protein S6 kinase, polypeptide 4
Prdx5	130	68	81	72	118	62	ENSMUSG00000024953	Prdx5	Prdx5	peroxiredoxin 5
Trmt112	13	10	12	15	22	7	ENSMUSG00000038812	Trmt112	Trmt112	tRNA methyltransferase 11-2
Esrra	35	31	92	67	41	33	ENSMUSG00000024955	Esrra	Esrra	estrogen related receptor, alpha
Gpr137	51	57	53	31	54	71	ENSMUSG00000024958	Gpr137	Gpr137	G protein-coupled receptor 137
Bad	16	3	23	6	23	23	ENSMUSG00000024959	Bad	Bad	BCL2-associated agonist of cell death
Plcb3	13	9	5	12	8	10	ENSMUSG00000024960	Plcb3	Plcb3	phospholipase C, beta 3
Fkbp2	48	39	60	42	54	29	ENSMUSG00000056629	Fkbp2	Fkbp2	FK506 binding protein 2
Vegfb	5	15	27	27	28	24	ENSMUSG00000024962	Vegfb	Vegfb	vascular endothelial growth factor B
Dnajc4	4	15	6	10	20	16	ENSMUSG00000024963	Dnajc4	Dnajc4	DnaJ heat shock protein family (Hsp40) member C4
Stip1	420	330	262	197	329	237	ENSMUSG00000024966	Stip1	Stip1	stress-induced phosphoprotein 1
Macrod1	15	14	1	1	4	6	ENSMUSG00000036278	Macrod1	Macrod1	mono-ADP ribosylhydrolase 1
Flrt1	118	163	230	112	153	126	ENSMUSG00000047787	Flrt1	Flrt1	fibronectin leucine rich transmembrane protein 1
Otub1	381	350	213	159	254	284	ENSMUSG00000024767	Otub1	Otub1	OTU domain, ubiquitin aldehyde binding 1
Cox8a	79	68	94	67	81	96	ENSMUSG00000035885	Cox8a	Cox8a	cytochrome c oxidase subunit 8A
Naa40	58	64	144	144	135	57	ENSMUSG00000024764	Naa40	Naa40	N(alpha)-acetyltransferase 40, NatD catalytic subunit
Rcor2	4	7	2	14	3	12	ENSMUSG00000024968	Rcor2	Rcor2	REST corepressor 2
Mark2	262	224	307	265	257	192	ENSMUSG00000024969	Mark2	Mark2	MAP/microtubule affinity regulating kinase 2
Spindoc	32	42	24	23	25	26	ENSMUSG00000024970	Spindoc	Spindoc	spindlin interactor and repressor of chromatin binding
Zfta	39	25	12	6	24	43	ENSMUSG00000053080	Zfta	Zfta	zinc finger translocation associated
Rtn3	2676	2110	1549	1423	2192	1814	ENSMUSG00000024758	Rtn3	Rtn3	reticulon 3
Atl3	223	147	235	151	217	168	ENSMUSG00000024759	Atl3	Atl3	atlastin GTPase 3
Plaat3	6	3	40	17	27	9	ENSMUSG00000060675	Plaat3	Plaat3	phospholipase A and acyltransferase 3
Chrm1	741	589	540	423	575	480	ENSMUSG00000032773	Chrm1	Chrm1	cholinergic receptor, muscarinic 1, CNS
Slc3a2	174	108	132	110	154	114	ENSMUSG00000010095	Slc3a2	Slc3a2	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2
Snhg1	32	15	24	16	33	18	ENSMUSG00000108414	Snhg1	Snhg1	small nucleolar RNA host gene 1
Wdr74	26	13	10	7	23	11	ENSMUSG00000042729	Wdr74	Wdr74	WD repeat domain 74
Stx5a	85	86	103	111	92	110	ENSMUSG00000010110	Stx5a	Stx5a	syntaxin 5A
Nxf1	183	144	208	213	247	184	ENSMUSG00000010097	Nxf1	Nxf1	nuclear RNA export factor 1
Tmem223	17	25	11	12	19	25	ENSMUSG00000117924	Tmem223	Tmem223	transmembrane protein 223
Tmem179b	9	13	6	10	6	7	ENSMUSG00000118346	Tmem179b	Tmem179b	transmembrane protein 179B
Taf6l	27	24	30	7	18	27	ENSMUSG00000003680	Taf6l	Taf6l	TATA-box binding protein associated factor 6 like
Polr2g	39	40	45	53	56	40	ENSMUSG00000071662	Polr2g	Polr2g	polymerase (RNA) II (DNA directed) polypeptide G
Ttc9c	128	85	100	69	90	76	ENSMUSG00000071660	Ttc9c	Ttc9c	tetratricopeptide repeat domain 9C
Hnrnpul2	425	421	401	290	316	336	ENSMUSG00000071659	Hnrnpul2	Hnrnpul2	heterogeneous nuclear ribonucleoprotein U-like 2
Gng3	207	206	115	79	173	109	ENSMUSG00000071658	Gng3	Gng3	guanine nucleotide binding protein (G protein), gamma 3
Bscl2	166	148	152	83	113	108	ENSMUSG00000071657	Bscl2	Bscl2	Berardinelli-Seip congenital lipodystrophy 2 (seipin)
Ubxn1	99	57	52	41	70	36	ENSMUSG00000071655	Ubxn1	Ubxn1	UBX domain protein 1
Uqcc3	11	21	18	25	11	4	ENSMUSG00000071654	Uqcc3	Uqcc3	ubiquinol-cytochrome c reductase complex assembly factor 3
Lbhd1	7	10	7	6	22	4	ENSMUSG00000096740	Lbhd1	Lbhd1	LBH domain containing 1
Snora57	44	76	7	10	28	14	ENSMUSG00000070167	Snora57	Snora57	small nucleolar RNA, H/ACA box 57
Ints5	10	24	32	19	30	44	ENSMUSG00000071652	Ints5	Ints5	integrator complex subunit 5
Ganab	203	175	228	177	279	216	ENSMUSG00000071650	Ganab	Ganab	alpha glucosidase 2 alpha neutral subunit
B3gat3	69	54	25	25	57	45	ENSMUSG00000071649	B3gat3	B3gat3	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)
Mta2	80	72	93	51	61	82	ENSMUSG00000071646	Mta2	Mta2	metastasis-associated gene family, member 2
Tut1	29	37	72	42	30	39	ENSMUSG00000071645	Tut1	Tut1	terminal uridylyl transferase 1, U6 snRNA-specific
Eef1g	272	285	137	98	220	135	ENSMUSG00000071644	Eef1g	Eef1g	eukaryotic translation elongation factor 1 gamma
Ahnak	15	22	138	63	46	40	ENSMUSG00000069833	Ahnak	Ahnak	AHNAK nucleoprotein (desmoyokin)
Asrgl1	111	119	164	76	121	118	ENSMUSG00000024654	Asrgl1	Asrgl1	asparaginase like 1
Incenp	19	32	17	20	23	26	ENSMUSG00000024660	Incenp	Incenp	inner centromere protein
Fth1	750	832	1233	1188	1045	828	ENSMUSG00000024661	Fth1	Fth1	ferritin heavy polypeptide 1
Fads3	21	23	12	4	20	14	ENSMUSG00000024664	Fads3	Fads3	fatty acid desaturase 3
Fads2	85	71	41	42	78	75	ENSMUSG00000024665	Fads2	Fads2	fatty acid desaturase 2
Fads1	163	128	141	154	164	169	ENSMUSG00000010663	Fads1	Fads1	fatty acid desaturase 1
Fen1	34	32	20	17	14	17	ENSMUSG00000024742	Fen1	Fen1	flap structure specific endonuclease 1
Tmem258	19	24	32	11	22	8	ENSMUSG00000036372	Tmem258	Tmem258	transmembrane protein 258
Myrf	4	9	22	33	20	44	ENSMUSG00000036098	Myrf	Myrf	myelin regulatory factor
Dagla	132	161	235	188	141	173	ENSMUSG00000035735	Dagla	Dagla	diacylglycerol lipase, alpha
Syt7	448	337	296	247	258	254	ENSMUSG00000024743	Syt7	Syt7	synaptotagmin VII
Lrrc10b	25	28	173	148	33	45	ENSMUSG00000090291	Lrrc10b	Lrrc10b	leucine rich repeat containing 10B
Sdhaf2	71	79	81	71	81	57	ENSMUSG00000024668	Sdhaf2	Sdhaf2	succinate dehydrogenase complex assembly factor 2
Cpsf7	199	165	188	158	176	166	ENSMUSG00000034820	Cpsf7	Cpsf7	cleavage and polyadenylation specific factor 7
Tmem216	13	3	26	12	4	9	ENSMUSG00000024667	Tmem216	Tmem216	transmembrane protein 216
Tmem138	54	35	53	33	36	54	ENSMUSG00000024666	Tmem138	Tmem138	transmembrane protein 138
Cyb561a3	24	20	18	15	20	32	ENSMUSG00000034445	Cyb561a3	Cyb561a3	cytochrome b561 family, member A3
Tkfc	29	20	9	9	20	12	ENSMUSG00000034371	Tkfc	Tkfc	triokinase, FMN cyclase
Ddb1	403	467	344	239	342	356	ENSMUSG00000024740	Ddb1	Ddb1	damage specific DNA binding protein 1
Vps37c	20	12	27	21	26	15	ENSMUSG00000048832	Vps37c	Vps37c	vacuolar protein sorting 37C
Tmem132a	236	198	120	101	177	127	ENSMUSG00000024736	Tmem132a	Tmem132a	transmembrane protein 132A
Tmem109	46	80	71	36	71	65	ENSMUSG00000034659	Tmem109	Tmem109	transmembrane protein 109
Prpf19	294	208	127	127	155	189	ENSMUSG00000024735	Prpf19	Prpf19	pre-mRNA processing factor 19
Ccdc86	45	60	22	38	32	26	ENSMUSG00000024732	Ccdc86	Ccdc86	coiled-coil domain containing 86
Mrpl16	43	61	60	34	47	29	ENSMUSG00000024683	Mrpl16	Mrpl16	mitochondrial ribosomal protein L16
Stx3	41	46	95	93	70	95	ENSMUSG00000041488	Stx3	Stx3	syntaxin 3
Patl1	120	129	64	81	115	84	ENSMUSG00000046139	Patl1	Patl1	protein associated with topoisomerase II homolog 1 (yeast)
Osbp	139	170	223	138	186	142	ENSMUSG00000024687	Osbp	Osbp	oxysterol binding protein
Mpeg1	26	1	21	20	16	26	ENSMUSG00000046805	Mpeg1	Mpeg1	macrophage expressed gene 1
Dtx4	79	41	14	20	36	41	ENSMUSG00000039982	Dtx4	Dtx4	deltex 4, E3 ubiquitin ligase
Zfp91	158	149	206	154	163	216	ENSMUSG00000024695	Zfp91	Zfp91	zinc finger protein 91
Tle4	162	250	612	523	577	435	ENSMUSG00000024642	Tle4	Tle4	transducin-like enhancer of split 4
Psat1	71	46	86	81	83	98	ENSMUSG00000024640	Psat1	Psat1	phosphoserine aminotransferase 1
Cep78	27	28	67	36	26	24	ENSMUSG00000041491	Cep78	Cep78	centrosomal protein 78
C130060C02Rik	17	13	13	22	7	5	ENSMUSG00000097557	C130060C02Rik	C130060C02Rik	RIKEN cDNA C130060C02 gene
Gnaq	783	689	511	332	748	611	ENSMUSG00000024639	Gnaq	Gnaq	guanine nucleotide binding protein, alpha q polypeptide
Vps13a	440	368	700	611	641	456	ENSMUSG00000046230	Vps13a	Vps13a	vacuolar protein sorting 13A
Prune2	341	379	312	223	464	373	ENSMUSG00000039126	Prune2	Prune2	prune homolog 2
Rfk	96	63	109	97	104	80	ENSMUSG00000024712	Rfk	Rfk	riboflavin kinase
Pcsk5	51	52	65	29	40	29	ENSMUSG00000024713	Pcsk5	Pcsk5	proprotein convertase subtilisin/kexin type 5
Carnmt1	55	44	25	32	41	19	ENSMUSG00000024726	Carnmt1	Carnmt1	carnosine N-methyltransferase 1
D030056L22Rik	52	33	19	46	35	41	ENSMUSG00000047044	D030056L22Rik	D030056L22Rik	RIKEN cDNA D030056L22 gene
Gm23238	10	12	9	4	6	5	ENSMUSG00000064941	Gm23238	Gm23238	predicted gene, 23238
Rorb	91	38	91	49	83	36	ENSMUSG00000036192	Rorb	Rorb	RAR-related orphan receptor beta
Aldh1a1	7	1	21	26	3	3	ENSMUSG00000053279	Aldh1a1	Aldh1a1	aldehyde dehydrogenase family 1, subfamily A1
Zfand5	676	664	665	656	628	475	ENSMUSG00000024750	Zfand5	Zfand5	zinc finger, AN1-type domain 5
Gda	2104	1976	569	463	1111	1091	ENSMUSG00000058624	Gda	Gda	guanine deaminase
1110059E24Rik	24	28	44	37	38	22	ENSMUSG00000035171	1110059E24Rik	1110059E24Rik	RIKEN cDNA 1110059E24 gene
Abhd17b	176	130	130	113	122	113	ENSMUSG00000047368	Abhd17b	Abhd17b	abhydrolase domain containing 17B
Cemip2	94	72	101	105	146	60	ENSMUSG00000024754	Cemip2	Cemip2	cell migration inducing hyaluronidase 2
Trpm3	390	344	220	215	340	274	ENSMUSG00000052387	Trpm3	Trpm3	transient receptor potential cation channel, subfamily M, member 3
Klf9	732	742	920	926	683	598	ENSMUSG00000033863	Klf9	Klf9	Kruppel-like factor 9
Smc5	283	281	311	286	398	262	ENSMUSG00000024943	Smc5	Smc5	structural maintenance of chromosomes 5
Ptar1	129	132	213	197	196	155	ENSMUSG00000074925	Ptar1	Ptar1	protein prenyltransferase alpha subunit repeat containing 1
Apba1	230	205	143	151	160	213	ENSMUSG00000024897	Apba1	Apba1	amyloid beta (A4) precursor protein binding, family A, member 1
Tjp2	20	36	14	18	23	16	ENSMUSG00000024812	Tjp2	Tjp2	tight junction protein 2
Fxn	0	6	4	15	8	10	ENSMUSG00000059363	Fxn	Fxn	frataxin
Pip5k1b	40	56	5	6	17	18	ENSMUSG00000024867	Pip5k1b	Pip5k1b	phosphatidylinositol-4-phosphate 5-kinase, type 1 beta
Fam122a	43	21	17	25	30	13	ENSMUSG00000074922	Fam122a	Fam122a	family with sequence similarity 122, member A
Cbwd1	58	56	31	37	47	60	ENSMUSG00000024878	Cbwd1	Cbwd1	COBW domain containing 1
Kank1	28	11	10	7	24	9	ENSMUSG00000032702	Kank1	Kank1	KN motif and ankyrin repeat domains 1
Smarca2	1054	746	602	539	934	727	ENSMUSG00000024921	Smarca2	Smarca2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
Vldlr	931	671	584	463	726	505	ENSMUSG00000024924	Vldlr	Vldlr	very low density lipoprotein receptor
Pum3	120	90	128	95	138	88	ENSMUSG00000041360	Pum3	Pum3	pumilio RNA-binding family member 3
Rfx3	747	727	480	494	656	593	ENSMUSG00000040929	Rfx3	Rfx3	regulatory factor X, 3 (influences HLA class II expression)
Glis3	8	10	9	1	17	2	ENSMUSG00000052942	Glis3	Glis3	GLIS family zinc finger 3
Slc1a1	366	281	288	240	310	245	ENSMUSG00000024935	Slc1a1	Slc1a1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1
Spata6l	9	3	9	11	15	1	ENSMUSG00000064202	Spata6l	Spata6l	spermatogenesis associated 6 like
Plpp6	187	124	127	122	146	115	ENSMUSG00000040105	Plpp6	Plpp6	phospholipid phosphatase 6
Cdc37l1	310	420	359	380	453	369	ENSMUSG00000024780	Cdc37l1	Cdc37l1	cell division cycle 37-like 1
Ak3	50	105	131	94	108	62	ENSMUSG00000024782	Ak3	Ak3	adenylate kinase 3
Rcl1	41	40	34	36	70	25	ENSMUSG00000024785	Rcl1	Rcl1	RNA terminal phosphate cyclase-like 1
Jak2	290	270	450	399	444	312	ENSMUSG00000024789	Jak2	Jak2	Janus kinase 2
Plgrkt	59	33	34	32	52	27	ENSMUSG00000016495	Plgrkt	Plgrkt	plasminogen receptor, C-terminal lysine transmembrane protein
A930007I19Rik	60	45	33	32	33	33	ENSMUSG00000097855	A930007I19Rik	A930007I19Rik	RIKEN cDNA A930007I19 gene
Ric1	259	340	486	418	373	296	ENSMUSG00000038658	Ric1	Ric1	RAB6A GEF complex partner 1
Ermp1	172	120	142	121	146	141	ENSMUSG00000046324	Ermp1	Ermp1	endoplasmic reticulum metallopeptidase 1
9930021J03Rik	363	387	430	350	401	362	ENSMUSG00000046138	9930021J03Rik	9930021J03Rik	RIKEN cDNA 9930021J03 gene
Ranbp6	309	244	282	204	284	284	ENSMUSG00000074909	Ranbp6	Ranbp6	RAN binding protein 6
Il33	28	24	91	80	98	34	ENSMUSG00000024810	Il33	Il33	interleukin 33
Uhrf2	174	229	287	266	349	274	ENSMUSG00000024817	Uhrf2	Uhrf2	ubiquitin-like, containing PHD and RING finger domains 2
Gldc	1	21	29	14	13	11	ENSMUSG00000024827	Gldc	Gldc	glycine decarboxylase
Prkg1	138	154	88	58	161	125	ENSMUSG00000052920	Prkg1	Prkg1	protein kinase, cGMP-dependent, type I
Cstf2t	348	345	260	165	271	220	ENSMUSG00000053536	Cstf2t	Cstf2t	cleavage stimulation factor, 3' pre-RNA subunit 2, tau
Asah2	55	33	30	32	47	45	ENSMUSG00000024887	Asah2	Asah2	N-acylsphingosine amidohydrolase 2
Sgms1	158	122	178	166	152	68	ENSMUSG00000040451	Sgms1	Sgms1	sphingomyelin synthase 1
2700046G09Rik	11	26	24	6	39	5	ENSMUSG00000097787	2700046G09Rik	2700046G09Rik	RIKEN cDNA 2700046G09 gene
Rpl9-ps6	45	43	14	29	24	36	ENSMUSG00000062456	Rpl9-ps6	Rpl9-ps6	ribosomal protein L9, pseudogene 6
Minpp1	205	210	128	138	184	148	ENSMUSG00000024896	Minpp1	Minpp1	multiple inositol polyphosphate histidine phosphatase 1
Papss2	18	9	52	33	35	18	ENSMUSG00000024899	Papss2	Papss2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
Atad1	548	490	435	298	446	416	ENSMUSG00000013662	Atad1	Atad1	ATPase family, AAA domain containing 1
Pten	1306	1169	1410	1225	1362	929	ENSMUSG00000013663	Pten	Pten	phosphatase and tensin homolog
Lipo3	6	8	41	36	15	20	ENSMUSG00000024766	Lipo3	Lipo3	lipase, member O3
Stambpl1	47	65	42	40	52	34	ENSMUSG00000024776	Stambpl1	Stambpl1	STAM binding protein like 1
Lipa	78	64	27	18	54	41	ENSMUSG00000024781	Lipa	Lipa	lysosomal acid lipase A
Ifit2	11	14	10	6	14	13	ENSMUSG00000045932	Ifit2	Ifit2	interferon-induced protein with tetratricopeptide repeats 2
Pank1	65	75	92	70	82	61	ENSMUSG00000033610	Pank1	Pank1	pantothenate kinase 1
Htr7	37	13	7	7	14	19	ENSMUSG00000024798	Htr7	Htr7	5-hydroxytryptamine (serotonin) receptor 7
Rpp30	45	46	34	39	51	37	ENSMUSG00000024800	Rpp30	Rpp30	ribonuclease P/MRP 30 subunit
Pcgf5	185	204	170	180	225	138	ENSMUSG00000024805	Pcgf5	Pcgf5	polycomb group ring finger 5
Hectd2	173	134	235	184	257	144	ENSMUSG00000041180	Hectd2	Hectd2	HECT domain E3 ubiquitin protein ligase 2
Ppp1r3c	50	25	53	47	29	26	ENSMUSG00000067279	Ppp1r3c	Ppp1r3c	protein phosphatase 1, regulatory subunit 3C
Tnks2	850	828	675	558	827	609	ENSMUSG00000024811	Tnks2	Tnks2	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2
Fgfbp3	8	14	2	0	11	1	ENSMUSG00000047632	Fgfbp3	Fgfbp3	fibroblast growth factor binding protein 3
Btaf1	237	222	331	397	366	309	ENSMUSG00000040565	Btaf1	Btaf1	B-TFIID TATA-box binding protein associated factor 1
Cpeb3	258	244	315	291	368	298	ENSMUSG00000039652	Cpeb3	Cpeb3	cytoplasmic polyadenylation element binding protein 3
Marchf5	115	159	198	121	156	143	ENSMUSG00000023307	Marchf5	Marchf5	membrane associated ring-CH-type finger 5
Ide	125	113	177	201	211	136	ENSMUSG00000056999	Ide	Ide	insulin degrading enzyme
Exoc6	197	176	227	149	196	150	ENSMUSG00000053799	Exoc6	Exoc6	exocyst complex component 6
Rbp4	6	3	18	11	16	3	ENSMUSG00000024990	Rbp4	Rbp4	retinol binding protein 4, plasma
Fra10ac1	62	77	125	81	119	91	ENSMUSG00000054237	Fra10ac1	Fra10ac1	FRA10AC1 homolog (human)
Lgi1	521	542	545	362	510	420	ENSMUSG00000067242	Lgi1	Lgi1	leucine-rich repeat LGI family, member 1
Plce1	155	134	94	50	119	79	ENSMUSG00000024998	Plce1	Plce1	phospholipase C, epsilon 1
Noc3l	66	48	66	56	79	64	ENSMUSG00000024999	Noc3l	Noc3l	NOC3 like DNA replication regulator
